text,gold_label,source
"After that, after a long psychological struggle, I decided to tell my friends about it, saying that I was grieving, that my friends comforted me, and then, with her, we went to the police station.",No Distortion,c2d2
I don't feel so good about top-heavy. I need to rest.,No Distortion,c2d2
I can't make good choices at any point in my life.,Overgeneralization,c2d2
Everyone has to go through a single baptism to be more mature.,No Distortion,c2d2
Kids don't understand what we're doing. They just want someone to play with. It's no use explaining to them. They don't understand us at all.,Overgeneralization,c2d2
We don't like each other. Marriage ends. We don't have much to do with each other. We don't have to go on living together.,Overgeneralization,c2d2
"If the fish and the bear are unable to do so, then I should make a choice, not to delay her time, and to prepare carefully for the study.",No Distortion,c2d2
I've got other cases where my emotions hurt the interests of those in need.,No Distortion,c2d2
"I took care of him so carefully, but I died because I was a useless master.",Personalization,c2d2
My whole life was like a blank. I didn't do anything. Everything was zero.,All-or-Nothing Thinking,c2d2
I lost my pet again. I lost it every time I had a pet. I lost my pet all my life.,Emotional Reasoning,c2d2
"I wake up in the middle of the night for such a long time, inevitably disturbing my wife's sleep.",Mind Reading,c2d2
"The distribution of work is not fair. It's really exhausting. When I have to talk to them, it's fair.",No Distortion,c2d2
I'm sure they don't look at me. I'll only add to their burden.,Mind Reading,c2d2
"She was better than me in many ways, and I had to try to make myself better and to ask her more and learn so that we could be better together.",No Distortion,c2d2
"All the students are waiting to make fun of me. Four years in college, they finally make a joke.",Mind Reading,c2d2
"I'm too insensitive, I'm not supposed to talk back, I'm not supposed to make them angry, I'm not supposed to do whatever I want, and I'm responsible for all the tension at home.",Personalization,c2d2
I'm lonely. I should talk to my wife and let her leave us some time.,No Distortion,c2d2
"He's my father, and I can't call him back, but I'm really sorry.",No Distortion,c2d2
All the leaders can't see the effort of their staff. They're nothing.,Overgeneralization,c2d2
I'm a bad kid. I'm supposed to be taken away by the traffickers!,Labeling,c2d2
"Love is something that can't be demanded, and we should treat it with impunity. Only by putting it down can we really feel its beauty.",No Distortion,c2d2
It was important to focus attention on others ' issues in order to avoid creating negative situations.,No Distortion,c2d2
How could I meet someone like that? God sent me here to torture me.,Overgeneralization,c2d2
He's gonna hate me!,Fortune-telling,c2d2
I'm not a qualified boss. I can't run a shop.,Labeling,c2d2
"I have kept myself in the shadow of others, and the expectations of my parents prompt me to compare myself endlessly.",Personalization,c2d2
"It must be the chief who thinks I'm capable and wants to give me more assignments and exercise me, and I'm not far from a promotion or a raise.",No Distortion,c2d2
"The hard-working pt didn't save it, it felt like it was a waste of my heart, and I was so lost.",No Distortion,c2d2
"The children of their friends are married, but I'm not married, and they must be ashamed of themselves.",Mind Reading,c2d2
I can't speak fluently. I'm a dumb-mouthed man.,Labeling,c2d2
I've been defiled. I've lost my innocence. I'm no longer worthy of pure love.,Labeling,c2d2
"It's just a mild mental illness, but it won't heal. It'll be with me all my life.",Fortune-telling,c2d2
It doesn't feel like anyone cares about me. It's a lie to be a good friend for the rest of their lives.,Overgeneralization,c2d2
I've been too tired lately. I've got to get some rest.,No Distortion,c2d2
"It's unfair to run for office, and I should have been prepared for it.",No Distortion,c2d2
I'll take a while. It'll take a while. It won't be as bad as it is now.,No Distortion,c2d2
"My father never said that because he was worried about me, just because I needed to trouble him with something going on out there.",Mind Reading,c2d2
I'll be a bum next. I don't have a home or money.,Fortune-telling,c2d2
"I'm used to being so depressed, and I feel like I'm going to be so sad for the rest of my life, and that's me.",Overgeneralization,c2d2
I'm an idiot. I can't be born in my head. I can't write a paper that makes my teacher happy.,Labeling,c2d2
"Life as hard as he does makes sense, and life as a wasteland like me is worthless.",All-or-Nothing Thinking,c2d2
"How could he possibly fall for me if we were so far apart? Even if we did, it wouldn't come from the heart.",Mind Reading,c2d2
Why is this happening to me? I'm clean and my life is over!,Personalization,c2d2
"The loss of deposits was a blow, but my relatives fully supported me, and I am convinced that I can fix it and take off again.",No Distortion,c2d2
I can't live if he tells anyone my secrets.,Fortune-telling,c2d2
I'm going to learn a skill so I can feed myself.,No Distortion,c2d2
"Well, I'm telling you, being a boss isn't so kind.",Overgeneralization,c2d2
"If I could be a child more proud of him, maybe everything would be different.",Personalization,c2d2
I can't lose weight after all this time. I'm useless.,All-or-Nothing Thinking,c2d2
"I'm so cold, she loves me so much, and I don't care how she feels, and I'm so sorry.",Personalization,c2d2
They must think I can't take care of myself. They're always trying to take care of everything.,Mind Reading,c2d2
"The family's support for me for so many years is a waste of time without being a graduate student, and that's why I'm not trying to study.",All-or-Nothing Thinking,c2d2
I'm under the pressure of leadership to trust me. Maybe I'll get a raise after a while.,No Distortion,c2d2
I'm just a disappointing piece of shit to make my mother so worried about me.,Labeling,c2d2
You all hate me. I really don't want to see you again.,Emotional Reasoning,c2d2
"I may not be able to get along well with her until I graduate, and we are destined to be the enemies of the fire.",Overgeneralization,c2d2
That's what I did to me because I was a student.,Mind Reading,c2d2
"I'm not a disaster star, and my own bones are broken, and my friends have been with me a lot lately, and I must have brought them bad luck.",Fortune-telling,c2d2
This could happen to everyone on the diet. It's not a big deal.,No Distortion,c2d2
"The sun rises forever from the east, and the West falls.",No Distortion,c2d2
"She kept her mouth shut about all the demands on me, and sometimes I wonder if she really loved me.",Mind Reading,c2d2
"If you don't want to come back, don't come back. It's just me and Mom. I don't have a mother or a father.",Emotional Reasoning,c2d2
"All life is limited, and so is my little dog. Just bury him.",No Distortion,c2d2
I'm the one who paid for my stupidity.,Emotional Reasoning,c2d2
"She's gone so suddenly, she feels the darkness of this moment of the world is all over me, and it's not going to go away.",Emotional Reasoning,c2d2
This man is not even thinking. I don't think he's paying any attention to our colleagues.,Mind Reading,c2d2
"Oh, you've raised me for so many years, you can beat me, I'm like his toy, what's the point of me being alive?",All-or-Nothing Thinking,c2d2
They watched me run so hard and failed. They must be laughing at me.,Mind Reading,c2d2
"I don't want to love anyone anymore, because at the end of the day, the more feelings I give, the more heartache he gets when he leaves, the more pain he gets, the more pain I don't want to experience again.",Emotional Reasoning,c2d2
They found a partner. I'm still alone. It's my fault.,Personalization,c2d2
"I've grown so much weight I'm dying for my God, please kill me now.",All-or-Nothing Thinking,c2d2
"It is important not only to keep your mouth shut, but also to keep your legs open, and it appears to require a moderate degree of exercise in order to be able to lose weight in a healthier way.",No Distortion,c2d2
I'm sure the coach will be talking to me privately about how stupid I am.,Mind Reading,c2d2
"It's too dangerous not to warm up! It's easy to twitch, that's how accidents happen, and you have to be ready to work next time!",No Distortion,c2d2
"I'm so wrong about such a simple test. Am I really stupid, or am I always that stupid?",Labeling,c2d2
"Everyone looks down on me, doesn't want to play with me. The world is disgusting.",Overgeneralization,c2d2
"They keep pushing me, and I'm tired. I suspect they're trying to get me into trouble.",Mind Reading,c2d2
I've really failed. I can't do anything.,All-or-Nothing Thinking,c2d2
"I failed every class, I was falling behind, I couldn't do my homework, I failed, and I couldn't raise anything.",Fortune-telling,c2d2
"When he was angry, I knew it because Dad was worried that I wasn't safe out there at night, and he really loved me.",No Distortion,c2d2
I'm just a piece of junk nobody wants. I'm living here. What's the point of keeping me alive? Let's get this over with.,Labeling,c2d2
"I'm a very grumpy man, so driving is easy.",Labeling,c2d2
"Disguising in front of my classmates makes me feel that the world is full of terror, like an abyss on all sides, devouring me.",Emotional Reasoning,c2d2
"I'm afraid that again, like this, the campaign is not something I can do.",Overgeneralization,c2d2
I can't even learn how to learn a car. Everyone will be disappointed in me. I've got a big hole in my life.,Overgeneralization,c2d2
"The world is full of people, so many people on the road don't come to help me, they're laughing at me, they're small people.",Overgeneralization,c2d2
I'm gonna die if I get up and I get dizzy.,Fortune-telling,c2d2
People see only one result. I never see how hard I've worked for it. The world is so cruel and cold.,All-or-Nothing Thinking,c2d2
"The leader pointed out that my question must have his thoughts, and perhaps I should first see if I did something bad.",No Distortion,c2d2
Even friends refuse. I'm such a stoned man. No one wants to be with someone like me.,Labeling,c2d2
"I've never been with a child, and the child's personality will be isolated or even closed, and it's made of me and irreversibly.",Personalization,c2d2
"If this job doesn't work well, my leaders and colleagues will laugh at me, and I don't think I can do it.",Mind Reading,c2d2
"I hate pre-trial stress, anxiety makes me want to do nothing, so why don't you stay home?",Emotional Reasoning,c2d2
"Ah, there's no one in the street dressed in reverse. I'm the only one in the world dressed in reverse.",Overgeneralization,c2d2
"Because I'm worried about losing, I do my best every time. It's an upward sign.",No Distortion,c2d2
"It's just too normal that I don't talk to people, and I'm afraid of being hurt, pushing others away, and I'm the only one left.",Fortune-telling,c2d2
"It takes three or four hours to sleep in bed each time, and not a few times this year to go to sleep. I must have serious sleep problems, so I might lose everything.",Overgeneralization,c2d2
My parents will be ashamed of me.,Mind Reading,c2d2
"You've been under a lot of pressure lately, you've got a bit of a temper, and it's not a big deal for me.",No Distortion,c2d2
They don't even want to go out with me. I must have made them hate it. I don't want to go out with me.,Mind Reading,c2d2
I should've checked my bag so I wouldn't have been punished by my teacher. I was too careless to do things like this.,No Distortion,c2d2
"No scholarship, I must be a complete loser, and people will think I'm nothing.",All-or-Nothing Thinking,c2d2
"I'll be careful next time. After all, my body is mine. I can't let myself get hurt by an accident.",No Distortion,c2d2
"My dad must have been disappointed in me when I was dead. He never was mad at me before. I'm so ignorant, I'm such a piece of shit. Dad won't forgive me anymore. I'm a total bad boy and no one loves me anymore.",Fortune-telling,c2d2
"I'd love to have dinner with her, but I've got an appointment and I can't help it.",No Distortion,c2d2
Why do you always have such bad luck? There's nothing good in my life.,Overgeneralization,c2d2
"I envy them, but what they have is something that I can never get or deserve.",Overgeneralization,c2d2
"I tried so hard, I lost. I didn't seem to be working hard. I couldn't solve the problem.",Overgeneralization,c2d2
I can't sleep. I'll never sleep again. It'll keep bothering me.,Fortune-telling,c2d2
"I feel terrible, life sucks, scared, stressed and exhausted.",Emotional Reasoning,c2d2
"My friend didn't say anything, but he must have hated me.",Fortune-telling,c2d2
I'll never feel better in any weather.,All-or-Nothing Thinking,c2d2
"I have never been a man who would seek help in anything; usually I feel guilty about it, or if I did, I would ruin someone else's day.",Fortune-telling,c2d2
"I can't compare anything to him. Even together, it's just endless pain.",Overgeneralization,c2d2
I'm sure the driver's driving in there had to be backed up by someone who wouldn't follow the rules like that.,Mind Reading,c2d2
"I'm not the best graduate student, but the worst graduate student.",All-or-Nothing Thinking,c2d2
My powerlessness and inability to save my wealth is a weakness I cannot deny.,Personalization,c2d2
"He must've liked other girls, so he had to start alienating me.",Mind Reading,c2d2
"Even if I try to get together, I'm still being bullied. It's useless for social reasons.",Overgeneralization,c2d2
I'm a single mother. How can I find a boyfriend?,Overgeneralization,c2d2
Why don't you just let it go?,No Distortion,c2d2
You must think I'm stupid at the same table. Do you think I'm starting to look down on me?,Mind Reading,c2d2
There must be some misunderstanding. I'm going to talk to my roommate.,No Distortion,c2d2
"Some were lost, but I respected his decision.",No Distortion,c2d2
"I can't immerse myself in grief, and I have to comfort my mother.",No Distortion,c2d2
"God, I have to sterilize the wound and get a rabies vaccine, but don't get rabies.",No Distortion,c2d2
Even my parents don't care about me. What's the point of me being alive in this world?,All-or-Nothing Thinking,c2d2
"So they showed their eyes in front of their elders on purpose, in order to set me up.",Mind Reading,c2d2
I don't know if there's any missing valuables. I should've counted them and called the police.,No Distortion,c2d2
"I'm gonna get sick, I'm gonna die, I'm gonna die of rabies, I'm gonna get bitten, for years, and I'm gonna get bitten. I'm a loser. I'm a joke.",Overgeneralization,c2d2
"I fell in the water with my kid, and she wouldn't have saved me. She didn't have me in her heart.",Mind Reading,c2d2
"My families are all cold, and I wake up in the middle of the night and only know to sleep on my own.",Labeling,c2d2
It might be easier to integrate them if I could communicate more with them and find common themes.,No Distortion,c2d2
I'm an invisible person. I'm always ignored.,Labeling,c2d2
His words cannot touch me because I don't care.,No Distortion,c2d2
I'm a coward. I can't even tell mirrors that I like people. People have to spread it.,Labeling,c2d2
I don't want to get pregnant at all. It just makes me feel bad. I'll never be happy again.,Overgeneralization,c2d2
"As a matter of fact, no one in the world likes me, they just keep basic manners.",Overgeneralization,c2d2
I didn't fuck with her before. It's over. What did I do to her?,Personalization,c2d2
I can't lose weight anymore. I'm destined to be a fat man. I can never change.,Overgeneralization,c2d2
"I can't even lose weight, so what's the point of my existence in the world?",All-or-Nothing Thinking,c2d2
"I'm hungry, but I don't have any food to eat.",No Distortion,c2d2
"I'm just lying there, falling further into apathy, and I'm always alone and lonely.",Overgeneralization,c2d2
"I can't find a job and I can't go home, and I'll never be happy again.",Overgeneralization,c2d2
My parents don't tell me it's for my own good. I'm afraid I can't take it.,No Distortion,c2d2
"I think it would be unfair for me to have a husband so partial to the old family, even if he was nice to me.",No Distortion,c2d2
Work hard. A promotion is waiting for me.,No Distortion,c2d2
"This dizziness makes it difficult for me to sleep, to work at all, rather than stay at home.",Emotional Reasoning,c2d2
It's a good thing that I can learn more by doing more than I can.,No Distortion,c2d2
"Mom's right. The situation is so serious, I'm not good enough. My future is dark.",All-or-Nothing Thinking,c2d2
"I can't take care of myself, I can't do anything, I can't do anything, I can't eat anything.",Overgeneralization,c2d2
"I'm not good at this little thing, I'm disappointed in the teacher, I'm bad at everything. I must have let everyone down, I'm doomed to nothing.",All-or-Nothing Thinking,c2d2
They hate me. I'm not meant to be like them.,Mind Reading,c2d2
"I was too busy at work to be able to spend time with my children, but I couldn't help it.",No Distortion,c2d2
"It seems as if I've never felt warm ever since I was a child, and I'm sure it will be the same in the future, rather than ending my life as soon as possible.",Overgeneralization,c2d2
I must let him know how disrespectful it is.,No Distortion,c2d2
"It's a shame I didn't get a scholarship, but I actually learned it. I'm happy this semester!",No Distortion,c2d2
Why did he leave when he was so young? How can I live with his mother? All the white-haired people want to leave the world with the black-haired.,Fortune-telling,c2d2
Don't worry. We fight every time and peace will be restored in a few days.,No Distortion,c2d2
I'm going out to see what they're up to.,No Distortion,c2d2
"He's so poor, he's disappointed in himself.",No Distortion,c2d2
"I can't even do such a small thing, and I feel like I've always been a loser. My life is hopeless.",All-or-Nothing Thinking,c2d2
Friends come slowly. I don't want a fast-food friendship.,No Distortion,c2d2
I'm not gonna be fired by my boss and they're gonna move their seats. I'm not gonna win anyway.,Fortune-telling,c2d2
I'm tired of talking about eating all day. I'll try if I don't eat.,No Distortion,c2d2
"If he was still with me, he wouldn't want to see me in a state of discomfort, so I'm gonna cheer up.",No Distortion,c2d2
They must have regretted having me now. I shouldn't have existed.,Mind Reading,c2d2
My parents only ask me to do things like that. They don't care about me. There are no parents in the world who love their children.,Overgeneralization,c2d2
"I didn't learn much, I went to school too hard, I didn't learn anything.",Emotional Reasoning,c2d2
I feel like I've done too many bad things to get our house stolen.,Personalization,c2d2
"Those who are not good-looking have to be strong and full of themselves, not self-pity.",No Distortion,c2d2
Solitude is like a deep black hole that swallows every corner of my life and makes my world fade and collapse.,All-or-Nothing Thinking,c2d2
I can't help myself if I don't eat before I lose weight.,All-or-Nothing Thinking,c2d2
She won't like me anymore. I won't be her favorite student.,Fortune-telling,c2d2
It is only if the child fulfils my requirements that I get a sense of achievement.,All-or-Nothing Thinking,c2d2
"I've tried so hard, why should I lose it? The world isn't fair.",Emotional Reasoning,c2d2
"I have a briefing tomorrow, and it turns out that my life is over at the right time.",All-or-Nothing Thinking,c2d2
It's the teacher's fault. That's why I didn't get it as fast as my classmates did.,Emotional Reasoning,c2d2
"It's me who's too weak. My presence is just a drag. Without me, they'd be able to work better.",Personalization,c2d2
I'll try a different way. I know her well enough to make her better.,No Distortion,c2d2
He must have been so naughty that I failed to teach him. It was my fault that the mother who worked part-time was the bad mother because I didn't spend all day with the children.,Personalization,c2d2
I just don't have a memory. It happened last time without an umbrella. I can't remember.,Labeling,c2d2
I can't stay with this company. I'm gonna jump. I can't stand it.,Emotional Reasoning,c2d2
Every slight setback in life makes me feel guilty that even my loved ones can't understand me. My existence is like a joke.,Mind Reading,c2d2
I must have been stolen because I'm not good enough. It's all my fault.,Personalization,c2d2
"As many times as I say no to her, we'll get away with it, but then our friends won't be able to do it.",Overgeneralization,c2d2
I'll be their laughing stock.,Mind Reading,c2d2
"I'm the only one who stands in the way of parents' marriage, and I stop them from looking for true love, so Dad has to look for warmth in such a way.",Personalization,c2d2
"I'm being watched this time, and I have a feeling I'll be stolen next time, as if I had become a permanent target of thieves.",Overgeneralization,c2d2
"Every time I saw parents working hard, I felt that I was the one who was increasing their pressure and that I could not bring them any help.",Personalization,c2d2
"If friends knew, they would surely think I had a mental problem, and they would start alienating me and treating me as an alien.",Fortune-telling,c2d2
I blame myself for not being able to integrate into the social life of others and think that my isolation is the main cause.,Personalization,c2d2
"I'm scared. If I choose an option that doesn't suit me, my future is over.",All-or-Nothing Thinking,c2d2
"I still don't want to invest anymore. I always fail, lose money and end up with nothing left.",Overgeneralization,c2d2
"Good night, everyone. I need to talk to my teacher tomorrow.",No Distortion,c2d2
"My ignorance leads the children to chaos, I fail in the responsibility of my mother, I am an incompetent mother, and I am such a failed mother.",Personalization,c2d2
"If it's over, I'm gonna die! I can't walk on the road and get bit by a dog. It's been a hell of a long time.",Overgeneralization,c2d2
I'm such an idiot. I can wear my clothes backwards. What else can I do?,Labeling,c2d2
It's hard for students to see me try so hard. They must be laughing at me behind my back.,Mind Reading,c2d2
"All the animals deserve to be exploited. If the boss knows what it's like to be an employee, it's not the boss.",Overgeneralization,c2d2
"Yeah, I just want to leave the house. They're crazy. I can't feel any warmth here, like I live in hell. It's so painful.",All-or-Nothing Thinking,c2d2
"We're not as pros, we're a bunch of trash.",Labeling,c2d2
"If this is the last hotel without a room, then I'll have to find a living room in a slightly worse condition.",No Distortion,c2d2
"I may not be very good in terms of expression, but I have the capacity and the confidence to do other things, and everyone has what he or she is good at, and I am just not good at it.",No Distortion,c2d2
I don't even know what to say. I'm such a badass.,Labeling,c2d2
"I haven't had time to spend all these years with my parents, and I haven't earned any money. I'm such a bad son.",Labeling,c2d2
"I wish I could use the electronic screen, and I have some unfinished business.",No Distortion,c2d2
"When I think of going out to face their questions, I just want to lie in my own house, and I don't want to go there. Sometimes I wish I never had to go out of my house.",Fortune-telling,c2d2
They must be carrying me. They must be wearing a green hat. I'm being betrayed.,Emotional Reasoning,c2d2
"I'm too busy studying, too little contact with my classmates, and it's now their punishment for being rejected.",Personalization,c2d2
It's really sad to be their kids. They never really loved me.,Emotional Reasoning,c2d2
Shouldn't I have the courage to tell the police that the police will protect me? I shouldn't let the bad guys do whatever they want!,No Distortion,c2d2
"I haven't been in the world since the beginning, living in a closed state with no contact with the outside world.",Emotional Reasoning,c2d2
Why am I always having trouble controlling my emotions? Why am I always hurting someone who loves me?,Personalization,c2d2
Maybe I should learn to paint. I'm a little more talented.,No Distortion,c2d2
I'll be home soon. I'll be home soon.,No Distortion,c2d2
The boss's trying to squeeze everyone's labor and cut our pay. There's got to be a reason for this.,Mind Reading,c2d2
"He hates me, so he's not coming back today.",Mind Reading,c2d2
I'm such a piece of shit. I can eat a duck like that.,No Distortion,c2d2
My parents must've heard me say something bad before they interfered with me.,Mind Reading,c2d2
"I will no longer be involved in any group activities, which are just a waste of time.",Overgeneralization,c2d2
"I'm such a useless piece of shit. She's such a pain, and I can't help it.",Labeling,c2d2
I don't think it's right for me to go to school. Maybe it's my way out of school and find a place to work.,Emotional Reasoning,c2d2
"Everything he said, he seemed to care about me, he was actually accusing me, and it made me feel like my existence was causing pain only to my parents.",Mind Reading,c2d2
"Well, that's the way the company works. It's the time to start touching fish. Even if it doesn't, it won't.",Overgeneralization,c2d2
Why do I have to do something like this? Kids are so annoying.,Emotional Reasoning,c2d2
"God is punishing me, and give me such a father, and I am atonement.",Personalization,c2d2
I'm so embarrassed. I'm an asshole.,Labeling,c2d2
It's so sad that I don't like it when people do it. I don't want to hang out anymore. I should be alone.,Emotional Reasoning,c2d2
My parents' quarrels affected their feelings and left me in a state of shock.,No Distortion,c2d2
"It must have been too bad for me, otherwise they wouldn't have noticed. I'm not fit to do chores!",Personalization,c2d2
It's normal for a man like me to be weak and boring and not to play with me. I don't deserve anyone else's attention.,Labeling,c2d2
I know. I can't enjoy the dividends of beauty in my life.,Fortune-telling,c2d2
It's my fault. I should just give him what's good.,No Distortion,c2d2
The occasional addition of assignments also shows that colleagues and leaders trust me. Maybe it gives me a chance. I should do it right.,No Distortion,c2d2
"I'm not a girl in my next life, I'm a little sick every day and I have to be seen as being soft, and those leaders are capitalists who never take into account the feelings of our employees.",Overgeneralization,c2d2
It's because I don't get along. They don't play with me.,Personalization,c2d2
"Although my ex-wife did something wrong, I increasingly felt that I was the one responsible and that I was not worthy of anything good in my life.",Personalization,c2d2
"No, it's another meeting. I've never told you how happy I am. I've been scolded every time I go. What's the point? I really don't want to do this.",Overgeneralization,c2d2
That's all there is to it. Does that guy know what he'll think?,No Distortion,c2d2
"Take your time. There's been progress in getting 70 points now, so long as my children keep trying, I'm sure one day I'll get the perfect score.",No Distortion,c2d2
"I don't know if my feelings are real, and I always imagine people looking at me, and I really hate it, and I want them to go away, but they won't.",Emotional Reasoning,c2d2
"I don't believe I only do that. Is the teacher wrong, or did the teacher mean to lower my score?",No Distortion,c2d2
"Don't do anything at home all day so you can relax. Don't go to work, we'll die here.",All-or-Nothing Thinking,c2d2
"I'm the one who wants to see his old classmates, who actually have no feelings, no hypocrisy, no pictures of you.",Labeling,c2d2
I'm not interested in doing anything for so long. I'm ashamed of the campaign. I'm scared.,Emotional Reasoning,c2d2
I'm the one who likes to think. Sleep's not gonna be good.,Labeling,c2d2
"If I don't pass this exam, I'm doomed to fail.",Overgeneralization,c2d2
"I can't bite a dog when it's bitten by a dog. But in winter, it's a good time for a dog to cook, for Christ's sake.",No Distortion,c2d2
"The leadership wants to replace us all because of the weakness of my last project, because I feel deeply guilty and self-culpatory, and because I have caused you trouble.",Personalization,c2d2
"As parents, I have to find a balance between the workplace and the family, not to be absent from work or to ignore the children ' s company.",No Distortion,c2d2
I'm just a man who can't get in with his temper.,Labeling,c2d2
I don't look good enough to upset him. I don't know why I'm such a pain in the ass.,Personalization,c2d2
"There's always someone better than me, no matter how hard I try.",Emotional Reasoning,c2d2
I can't even get to work on time. I'd rather be lying at home and dying. I can't stay here.,Emotional Reasoning,c2d2
It's my fault we're having a fight. It's my lack of humility.,Personalization,c2d2
"My failure in educating my children makes me not to exist in this world, and I have absolutely no value in it.",All-or-Nothing Thinking,c2d2
"I have to spend all this money on my mother's medical treatment. If I don't get this much, I'm not going to live if I'm devastated and my mother's trying to raise me, and if I can't feed back then I'm not going to live.",Personalization,c2d2
"I was having a good time, but I didn't book a hotel.",No Distortion,c2d2
It feels like the sky is falling. My heart is full of confusion. I can't support this family anymore.,Emotional Reasoning,c2d2
He must be completely crazy!,Mind Reading,c2d2
"If I don't pay my old family, no one's gonna listen to me.",Mind Reading,c2d2
"It's hard for a mother to work and spend time with a child, so why don't you quit her job or give her away?",All-or-Nothing Thinking,c2d2
That's all I've been talking to Mom and Dad for the rest of my life. We'll never try to get to know each other.,Overgeneralization,c2d2
You're so young to go out with someone you like. It's really the pleasure of spilling the screen.,No Distortion,c2d2
"I find it very unfair, and I find it very disconcerting to think that the leadership is disconcerting with me and deliberately favouring others.",Mind Reading,c2d2
I'm too friendly. They're even more tired than I am when people can work normally.,Personalization,c2d2
"Knowing that working overtime makes me unhappy, that life is complicated enough, I'm going to change my lifestyle, be nice to myself and try to work overtime.",No Distortion,c2d2
These patients are insane. They shouldn't have been treated properly.,All-or-Nothing Thinking,c2d2
"Every time someone asks me to do something, I can't finish it on time. I'm a total retard.",Labeling,c2d2
"Friends will only think of what I have been through as a talk after tea, and no one will care how I feel until I die.",Mind Reading,c2d2
"If I can't find a job, it means I can't keep up with the company's needs.",Personalization,c2d2
My failure to invest is also justified in the light of the current developments in our region.,No Distortion,c2d2
It's not like these young people. It's more than a pointless fight.,Emotional Reasoning,c2d2
I'm sure some people don't like me. They're gonna set me up and make me look bad in my activities.,Mind Reading,c2d2
"It's the biggest laugh of all these boys, and it turns out they're a hateful group.",Labeling,c2d2
"She must not value our friendship, otherwise she won't come.",Mind Reading,c2d2
He's such a rude man. I don't want to talk to him.,Labeling,c2d2
"My mom didn't pack my bag yesterday, and she didn't come out this morning to remind me that it wouldn't have happened. My mom was so irresponsible, she put me in trouble every time.",Labeling,c2d2
"I don't know how to cook after a restaurant. I'll tell them about it. I can't give it to a customer. It's a bad health restaurant, and I'll never come back.",No Distortion,c2d2
"It's because I'm too timid to try, and it's because I'm not working hard enough, that's why it's so bad.",Personalization,c2d2
I'm not a human being! I don't know how to be grateful to my parents who don't feed me to school and make them sad. People like me don't deserve to live in the world!,All-or-Nothing Thinking,c2d2
"If I can't do what I like to do and let my mother plan my life, then I'm a failure, and I can't do anything about it, and I can't really get what I want, and I'm a total loser.",All-or-Nothing Thinking,c2d2
It's hard to study. I'm sure I can't. I'm sure I haven't.,Fortune-telling,c2d2
It's because I dream too much. I can't see the reality.,No Distortion,c2d2
"Feels like a clown, and all the moves are funny.",Labeling,c2d2
"Don't make any mistakes next time, let's change the hotel.",No Distortion,c2d2
"I didn't buy them enough gifts, maybe that's why they didn't want to be friends with me or play with me.",Personalization,c2d2
I can't get along with anyone so easily. I'll never have a good friend in my life.,Overgeneralization,c2d2
"I've been saying this since I was a kid, I should find a reason to correct it.",No Distortion,c2d2
"Leadership has been promoted by trusting me, and I will work hard to live up to the leadership's trust.",No Distortion,c2d2
"If I fail, all my friends will laugh at me.",Mind Reading,c2d2
I am aware of my negligence and promise that next time I will not forget the necessary items.,No Distortion,c2d2
"He never gave me freedom. Every time I wanted to do what I wanted, he rejected it.",Overgeneralization,c2d2
Maybe you can talk to the teacher about your problems and give him some advice.,No Distortion,c2d2
Why would I have such a father? I'll live in his shadow forever.,Overgeneralization,c2d2
"She'll have to get married early, she won't have any good jobs and she won't make any money.",Overgeneralization,c2d2
I certainly am not the kind of person to be liked. I should've known. She didn't even want to eat with me.,Overgeneralization,c2d2
"The word ""not pretty enough"" can explain all the misfortunes of my life. If I were a beautiful person, my life wouldn't be so dark.",Overgeneralization,c2d2
"I feel a little disgruntled by my ability to express myself, and I feel that I have missed some opportunities. That makes me a little frustrated.",No Distortion,c2d2
"Whatever is done is empty, I am nothing, there is no light on the road ahead, and my life has lost hope.",All-or-Nothing Thinking,c2d2
"The kids in the class are so naughty, I can't teach them well, I'm ashamed of the parents of the children.",Personalization,c2d2
Why would God do this to me if I lived to redeem myself?,Labeling,c2d2
"I've had time to swim, I've had a cramp in the water. I'm sick of it. I'm never coming to this obscure swimming pool again.",Overgeneralization,c2d2
"I'm a lonely person in this community, and I'm going to have a bad effect on it.",Personalization,c2d2
"If I were a Beijingian, the human resources department would have no problem with me, and this job was lost because I was born in a bad environment.",Personalization,c2d2
"It's my temper. If I was able to control my emotions, maybe I wouldn't argue.",Personalization,c2d2
My friends are starting to hate me. My family is disappointed in me. No job.,Mind Reading,c2d2
"Because of my family, I hate my parents, and I think everything they do is wrong.",Emotional Reasoning,c2d2
"It's so annoying, I haven't found a graduation photo for so long, it's one of the most important things in my life. If I can't find it, my student years are meaningless.",All-or-Nothing Thinking,c2d2
"I tried, but I never seemed to be able to handle it.",Overgeneralization,c2d2
I'm not good at finding a job. I'm not good at anything.,Fortune-telling,c2d2
"Oh, shit. I've just changed and I've got to wash again.",No Distortion,c2d2
I know there's a lot of people who don't like me. I've got a lot of people trying to put pressure on me.,Mind Reading,c2d2
"I'm so stupid, I can't even eat a duck.",Labeling,c2d2
Why can't he understand what I'm trying to do to him? It's painful to think every day that I'm in love with someone who's playing games and leaving my words aside.,Mind Reading,c2d2
I'm such an unattractive guy.,Labeling,c2d2
"If I'm in such a bad mood, I'm sure everything else will be fine. The boss won't be long before he fires me, and my parents will hate me.",Fortune-telling,c2d2
I'm in bed every morning. How can I work later? I'm wasting my parents' money completely.,All-or-Nothing Thinking,c2d2
"Whenever there is criticism from the leadership, I blame all my mistakes on my own incompetence.",Personalization,c2d2
