index,text,extracted,reasoning,predicted_label
2929,It's so painful. I'm glad this cough came out a few times. It's not like I almost got close to the hospital last time.,"""It's so painful."", ""I'm glad this cough came out a few times."", ""It's not like I almost got close to the hospital last time.""","The statement reflects an evaluation of the current painful experience but finds a silver lining in the fact that the cough came out a few times which could be helping the person. The phrase ""It's not like I almost got close to the hospital last time"" minimizes or downplays the severity of the current situation by comparing it to a more severe past event. This suggests a selective focus on a positive aspect to reduce anxiety. This is not predicting the future (fortune-telling), nor assigning labels or making absolute judgments. It appears the person is filtering information to emphasize positive outlook amidst discomfort, consistent with a Mental filter distortion, where the individual filters out negative information to focus on something slightly positive to cope.",Mental filter
2930,"I've made unforgivable mistakes in my last life, and that's what happens in my life.","""I've made unforgivable mistakes in my last life"", ""that's what happens in my life""","The statement suggests the speaker believes their past mistakes (referred to metaphorically as ""in my last life"") have a definitive and unchangeable impact on their current life, implying a fixed, global negative outcome based on past events. This reflects a form of overgeneralization where one or a few negative events are interpreted as an eternal pattern that affects all aspects of life. There is no indication of absolutes typical of All-or-Nothing Thinking (e.g., things are either perfect or a total failure), nor does the statement reflect emotions as evidence (Emotional Reasoning), fortune-telling (predicting the future), or labeling of the self with a negative word. The key distortion is the broad, sweeping conclusion drawn that past mistakes permanently define current life experience.",Overgeneralization
2931,They can't see what they're doing. There's no end to this trouble.,"""They can't see what they're doing.""; ""There's no end to this trouble.""","The phrase ""They can't see what they're doing"" reflects an assumption about others' mental states without evidence, which aligns with mind reading. The phrase ""There's no end to this trouble"" suggests a prediction of a negative future outcome without certainty, fitting the definition of fortune-telling. However, since the task requires choosing one distortion, the statement primarily reflects a negative prediction about the future (ongoing trouble with no end), which is best defined as fortune-telling.",Fortune-telling
2932,"I don't know how to solve a conflict. Even if I wanted to, I couldn't.","""I don't know how to solve a conflict""; ""Even if I wanted to, I couldn't.""","The statement expresses a belief that the speaker is completely incapable of solving conflict, both in terms of knowledge and ability, implying a fixed inability regardless of effort or circumstance. This reflects a rigid, absolute way of thinking without considering potential growth or alternative outcomes. This kind of thinking aligns with 'All-or-Nothing Thinking,' where situations are seen in extremes, such as 'I can't solve conflicts at all,' rather than recognizing degrees of skill or potential improvement.",All-or-Nothing Thinking
2933,"I'm sick and tired of driving, and I'm having a bad day when I'm meeting such a bad driver.","""I'm sick and tired of driving"", ""I'm having a bad day"", ""meeting such a bad driver""","The statement expresses frustration with driving and attributes the bad day directly to encountering a bad driver. The person concludes their day is bad because of an external event, which reflects interpreting feelings as facts (because they feel bad, the day is bad). This matches emotional reasoning, where emotional state is taken as evidence of reality.",Emotional Reasoning
2934,"They found a partner, I'm still alone, I'm lonely, I'm lonely, I'm lonely, I'm miserable, I'm probably always with me.","""They found a partner, I'm still alone"", ""I'm lonely"", ""I'm miserable"", ""I'm probably always with me.""","The statement focuses on feelings of loneliness and misery, emphasizing a perceived permanent state ('I'm probably always with me'). The phrase 'I'm probably always with me' implies a belief about the future that is negative and assumed to be certain without evidence. This reflects Fortune-telling, as the speaker predicts continued loneliness and misery without objective proof.",Fortune-telling
2935,I very much hope that I am straight and that my sexual orientation has dragged my family and troubled them.,hope that I am straight; my sexual orientation has dragged my family and troubled them,"The statement expresses a hope about being straight, indicating uncertainty about sexual orientation. The phrase 'has dragged my family and troubled them' implies a belief that their sexual orientation is causing distress to family members. This suggests the individual is assuming responsibility for their family's feelings and troubles without explicit evidence. This reflects personalization, where one believes they are the cause of others' negative emotions or experiences.",Personalization
2936,Why can't the sky stop raining so I can get my test going? Now I'm going to fail.,"""Now I'm going to fail.""","The phrase ""Now I'm going to fail"" reflects a prediction made without concrete evidence; the speaker assumes a negative outcome (failing the test) based on current circumstances (rain delaying the test). This is a classic example of 'fortune-telling,' where one predicts future events with certainty in a negative way. Other distortions like magnification or all-or-nothing thinking don't fit as well because the focus is on predicting a specific negative future event rather than exaggerating or categorizing. Emotional reasoning is not dominant since the statement is a prediction, not an inference based on feelings alone.",Fortune-telling
2937,It's my fault I didn't work well. It's my fault the leader criticized me.,"""It's my fault I didn't work well. It's my fault the leader criticized me.""","The speaker attributes both their poor work performance and the leader's criticism entirely to themselves, taking full personal responsibility. This reflects Personalization, where one assumes they alone caused an event without acknowledging other factors. There is no indication of all-or-nothing thinking, emotional reasoning, fortune-telling, or other distortions here. The key is the internal attribution of blame for external events.",Personalization
2938,I can't take this responsibility anymore. I always think about it. Dogs jump in the room. I'm so bad.,I can't take this responsibility anymore. I always think about it. I'm so bad.,"The phrase 'I can't take this responsibility anymore' shows a sense of overwhelm but is not a distortion by itself. 'I always think about it' implies excessive rumination but does not directly indicate a cognitive distortion from the list. The key phrase 'I'm so bad' is a negative global self-judgment, which fits the definition of Labeling, as the person is attaching a negative label to themselves instead of evaluating a specific behavior or situation. Other elements like 'Dogs jump in the room' seem irrelevant or do not contribute to a cognitive distortion classification. Therefore, the dominant distortion here is Labeling.",Labeling
2939,It must be someone who's trying to make me homeless because I don't like it.,"""It must be someone who's trying to make me homeless""","The statement assumes the cause of the problem (fear of homelessness) is an intentional external action by someone else without evidence. The phrase 'It must be' indicates the person is predicting or assuming the intention behind others' actions. This aligns with Fortune-telling, where one predicts negative outcomes or intentions without concrete proof.",Fortune-telling
2940,I like to stay at home. It's nice not to go out.,I like to stay at home. It's nice not to go out.,"The statement expresses a personal preference and a positive feeling about staying at home rather than going out. There is no evidence of distorted thinking such as exaggeration, negative labeling, rigid thinking, assumptions about the future or others' thoughts, or self-blame. The statement is a neutral/positive self-expression without cognitive distortion.",No Distortion
2941,"I'm so bad, I'm just a scolding person.","""I'm so bad"", ""I'm just a scolding person""","The statement includes labeling oneself with a negative global descriptor ('I'm so bad') and attaching a character trait ('scolding person') as a defining identity. This goes beyond describing specific behaviors or moments and instead assigns a negative label to the whole person. These are classic indicators of the 'Labeling' cognitive distortion, where a single characteristic or behavior is used to define one's entire self.",Labeling
2942,"While many dreams remain unfulfilled, and even though my family still needs my company, I must live my life.","many dreams remain unfulfilled, my family still needs my company, I must live my life","The statement acknowledges that some dreams are unfulfilled and that the family needs company, but concludes with a determination to live life despite these facts. There is no absolutist or polarized thinking (ruling out All-or-Nothing), no assumption about future events (ruling out Fortune-telling), no emotional justification without evidence (ruling out Emotional Reasoning), no assigning of blame or personal targeting (ruling out Personalization), no extreme generalization from limited facts (ruling out Overgeneralization), no filtering or ignoring of positives (ruling out Mental Filter). The phrase 'I must live my life' aligns with acceptance given constraints rather than demanding 'should' or 'must' that typically cause distress. Overall, the sentence expresses a balanced perspective without showing distortion.",No Distortion
2943,My roommate's gonna think I'm dirty when he finds out. My boyfriend's gonna hate me. I can't tell anyone. I'm scared.,"""My roommate's gonna think I'm dirty"", ""My boyfriend's gonna hate me"", ""I can't tell anyone"", ""I'm scared""","The speaker is making negative assumptions about what others will think or feel about them without any concrete evidence. Specifically, they predict their roommate will think negatively of them and their boyfriend will hate them. This involves attributing thoughts and feelings to others automatically, which characterizes mind reading. The phrase ""I can't tell anyone"" further emphasizes the belief that others will react adversely. These are all predictions about others' mental states that reflect mind reading.",Mind Reading
2944,Why is it so disappointing to expect him to come true every time?,expect him to come true every time,"The statement expresses a belief or expectation that someone should always fulfill or meet certain expectations ('come true every time'). This suggests a rigid standard or rule of how things should be. The disappointment arises from the expectation not being met consistently. This aligns with 'Should statements,' where the person uses strict and often unrealistic expectations about how others should behave.",Should statements
2945,"I'm so stupid, even if I'm involved in a variety of activities, my teammates will hate me for stalling.","""I'm so stupid"", ""my teammates will hate me for stalling""","The phrase ""I'm so stupid"" clearly categorizes the speaker in a negative and global way, indicating they are labeling themselves with a harsh, negative identity rather than focusing on a specific behavior or event. The belief that ""my teammates will hate me for stalling"" shows an assumption about others' thoughts without concrete evidence, which aligns with mind reading. However, the strongest distortion present is the negative self-judgment ""I'm so stupid"", which is a classic example of Labeling—assigning a negative label to oneself. The other parts, while relevant, are secondary to the clear use of labeling in the first phrase.",Labeling
2946,I'm too scared to make friends. I'm the only one waiting for me. It's normal not to make friends with me.,"""I'm too scared to make friends. I'm the only one waiting for me. It's normal not to make friends with me.""","The statement involves the speaker predicting a future social outcome ('It's normal not to make friends with me'), which reflects an assumption about what will happen. Additionally, the speaker expresses a belief that they alone remain isolated, which goes beyond the current reality and assumes a continuing negative social situation. These indicate the distortion of 'Fortune-telling,' where the person jumps to conclusions about the future in a negative way without evidence.",Fortune-telling
2947,"I don't give a shit if I have to call the police, arrest people, monitor, and I don't know if I can get the money back. Why is it always happening to me, and my life is always full of this.","""Why is it always happening to me"", ""my life is always full of this""","The key phrases indicate a belief that negative events are constantly occurring exclusively to the speaker. The use of 'always' suggests a pattern being applied broadly to all or most situations. This is a hallmark of Overgeneralization, where a single or few negative experiences lead to a blanket conclusion that the negative event happens all the time, affecting the entire life.",Overgeneralization
2948,"I caught a cold, probably with a weak resistance.","""I caught a cold, probably with a weak resistance.""","The speaker attributes catching a cold to having ""probably a weak resistance,"" which involves making an assumption about their own health state based on the occurrence of the cold. This reflects a form of 'fortune-telling'—predicting or assuming a cause or future condition without conclusive evidence. The use of 'probably' indicates an assumed cause rather than a confirmed fact. The thought does not show an extreme either-or view (not All-or-Nothing), does not involve emotional justification (not Emotional Reasoning), is not an overgeneralization or labeling, nor is it reading others' minds or filtering selectively. Therefore, 'Fortune-telling' is the closest fit.",Fortune-telling
2949,"I wish the world would end sooner. If the world were to die, I wouldn't have to work.","""I wish the world would end sooner."" ""If the world were to die, I wouldn't have to work.""","The statement expresses a desire for an extreme, catastrophic event (the world ending) as a means to avoid an undesirable task (working). The person assumes that if the world ends, they will no longer have to work, which is a type of predicting a future event with certainty. This reflects a speculative prediction without evidence, aligning with the distortion of fortune-telling.",Fortune-telling
2950,Why should I be infected? They must have done it on purpose. Can't they be of some quality?,"""They must have done it on purpose.""","The statement assumes that others intentionally caused the infection without evidence. This involves attributing thoughts, intentions, or motives to others without proof. This fits with 'Mind Reading,' where the person believes they know what others are thinking or feeling. The other parts of the statement express frustration but don't introduce other distortions as clearly as this assumption about others' intentions.",Mind Reading
2951,I'm too tough. I'll never be a useless man.,"""I'm too tough"", ""I'll never be a useless man""","The statement contains a strong generalization about the self, suggesting an absolute and unchangeable personal trait ('too tough') and an absolute future outcome ('never be a useless man'). The phrase 'I'll never be a useless man' implies a definitive and global conclusion about future self-worth based on current self-judgment. This reflects a pattern of applying sweeping conclusions about oneself across time and situations without exceptions, which is characteristic of overgeneralization.",Overgeneralization
2952,"Forget it, it hurts. I'll just put up with it. If I go to the hospital, my son and daughter will think I'm paying too much.","""Forget it, it hurts. I'll just put up with it. If I go to the hospital, my son and daughter will think I'm paying too much.""","The statement contains the belief that going to the hospital will lead the son and daughter to think negatively (that the speaker is paying too much) without any direct evidence. This assumption about others' thoughts represents mind reading, where the person presumes to know what others think. The decision to avoid care is based on this assumed negative judgment, reflecting the 'Mind Reading' distortion rather than other distortions like Fortune-telling (predicting future outcomes without certainty) or Emotional Reasoning (assuming negative feelings imply reality).",Mind Reading
2953,"I am weak, unattractive, not even my children look down on me, and I am not worthy of being their father, nor should I want to be a husband.","I am weak, unattractive, not even my children look down on me, I am not worthy of being their father, nor should I want to be a husband.","The statement includes self-labeling ('I am weak, unattractive') and broad negative self-judgments ('not worthy of being their father'). It also assumes others' perceptions without evidence ('not even my children look down on me'), implying a negative interpretation of their feelings. The key cognitive distortion is labeling, as the speaker assigns negative, global labels to themselves without nuance, rather than just describing behaviors or situations.",Labeling
2954,They are understanding friends. They will understand me.,"""They are understanding friends""; ""They will understand me.""","The statement assumes that the friends will understand the speaker without evidence or confirmation, projecting a certain outcome in the future. This fits the distortion type where one predicts a future event negatively or positively without sufficient evidence. Here, the speaker predicts understanding from their friends, which aligns with the cognitive distortion known as fortune-telling.",Fortune-telling
2955,"That I didn't meet the requirements, that's a pretext. I saw so many people come to the interview, that's the one who passed, that he's with HR's eyebrow, that's the way to the back door, that's the way to everybody, that's the way to the face.","I didn't meet the requirements, that's a pretext; I saw many people come to the interview, that's the one who passed; he's with HR's eyebrow; that's the way to the back door; that's the way to everybody; that's the way to the face.","The statement suggests that the speaker is assuming that the reason for not passing the interview is not their failure to meet requirements but instead that someone had preferential treatment or connections ('that's the way to the back door'). This involves assuming hidden motives or intentions of others without direct evidence. The speaker is attributing the outcome to external hidden factors rather than personal performance. This reflects 'Mind Reading' because the speaker claims to know the thoughts and intentions behind HR's decisions, assuming bias and unfair advantage without proof.",Mind Reading
2956,"Once again, it is seen as an additional exercise that corrects earlier mistakes.","""Once again"", ""additional exercise"", ""corrects earlier mistakes""","The phrase ""Once again"" suggests repetition and implies that the situation is recurring consistently, leading to the interpretation that this event always happens. This indicates a pattern or general rule based on a limited number of instances. The sentence implies a recurring theme of exercises always arising to fix previous errors, which fits the pattern of making a broad generalization from specific events.",Overgeneralization
2957,"I've been working so hard for so long, I haven't saved any money. It's a piece of shit.",I haven't saved any money. It's a piece of shit.,"The speaker focuses only on the negative outcome of not saving money and uses a harsh, global negative label ('a piece of shit') to describe the situation or possibly themselves. This reflects a form of labeling where a negative trait or outcome is generalized into an all-encompassing negative term. There is no indication of all-or-nothing (complete success or failure), emotional reasoning, fortune-telling, or other distortions. The key distortion is applying a negative label to the situation/person based on one aspect.",Labeling
2958,"I can't remember anything, I can't do anything, I can't do anything. I must be the dumbest person in the world, not more stupid than me.","""I can't remember anything"", ""I can't do anything"", ""I must be the dumbest person in the world"", ""not more stupid than me""","The speaker uses absolute terms like ""can't remember anything"" and ""can't do anything,"" which shows a sweeping negative conclusion about their abilities based on limited evidence. The phrase ""I must be the dumbest person in the world"" is an extreme negative label applied to themselves. This indicates the use of a broad generalization from specific instances of forgetfulness or error to an all-encompassing negative self-assessment. These patterns align strongly with Overgeneralization where one concludes a global negative about oneself from specific perceived failures or flaws. It does not fit All-or-Nothing Thinking fully because that requires strict dichotomous thinking, and it's more about applying a negative label rather than just black-and-white thinking. The emphasis on labeling oneself negatively also suggests Labeling, but here the primary mechanism is overgeneralizing failures to global incompetence. Thus, the best fitting single distortion is Overgeneralization.",Overgeneralization
2959,"The liver hasn't been written for so long, but it's like I'm touching fish for most of the time.","The liver hasn't been written for so long, but it's like I'm touching fish for most of the time.","The phrase 'it's like I'm touching fish for most of the time' suggests that the speaker believes something unfavorable or unpleasant is happening frequently or predominantly. This reflects a tendency to focus on negative aspects, potentially ignoring any positive or neutral experiences. The expression 'hasn't been written for so long' also conveys a sense that a certain action hasn't occurred recently, which can be taken as a broad negative conclusion. This aligns with 'Mental filter,' where a person filters their experience to focus primarily on the negative element, disregarding other possibilities or realities.",Mental filter
2960,I'm sure Father blames me for not being with him properly.,,,ERROR
2961,Chemotherapy is too painful. Why don't you just give up and die in bed?,"""Chemotherapy is too painful."" ""Why don't you just give up and die in bed?""","The first part, ""Chemotherapy is too painful,"" expresses a strong negative evaluation but is a statement of fact or feeling rather than a distortion by itself. The second part, ""Why don't you just give up and die in bed?"" implies an assumption about the other person's feelings or thoughts (that they should give up), suggesting a negative prediction about the future or others' internal states. This reflects an assumption about how things will turn out or what another person is thinking without evidence. Therefore, the main cognitive distortion here is a negative prediction or assumption about future outcomes or others' intentions, which aligns with ""Fortune-telling.""",Fortune-telling
2962,I could've done it without me on the list. I'm sure someone took my place.,"""I'm sure someone took my place.""","The phrase ""I'm sure someone took my place"" indicates the speaker is assuming with certainty what others are thinking or doing without concrete evidence. This reflects mind reading, where one presumes to know others' intentions or actions without proof. The speaker does not merely speculate but expresses certainty about others' behavior, fitting the definition of mind reading.",Mind Reading
2963,"As a beating worker, working overtime on a pro bono basis, my bottom line was mercilessly trampled, and I felt that it was pointless for me not to live.","""my bottom line was mercilessly trampled"", ""I felt that it was pointless for me not to live""","The phrase 'my bottom line was mercilessly trampled' shows an intense negative exaggeration of the impact of working overtime pro bono, indicating a possible emotional amplification. The statement 'I felt that it was pointless for me not to live' reflects a strong emotional conclusion about the meaning of life based on feelings, rather than objective evidence. This suggests the person is drawing a conclusion primarily from their emotional state without rational basis, which is characteristic of Emotional Reasoning.",Emotional Reasoning
2964,"I was too late, others had planned their lives, and I was still confused, and my life was a total failure.","""I was too late"", ""others had planned their lives"", ""I was still confused"", ""my life was a total failure""","The phrase ""my life was a total failure"" indicates an extreme, all-encompassing judgment without considering any nuance or middle ground. The speaker is describing their life in absolute terms, ignoring any positive aspects or progress. This reflects a black-and-white thinking pattern, characteristic of All-or-Nothing Thinking. The other phrases support this by implying a comparison to others and a definitive final assessment.",All-or-Nothing Thinking
2965,"He also took me as his best friend and told me what he thought; indeed, he was a self-righteous man.","""He also took me as his best friend and told me what he thought; indeed, he was a self-righteous man.""","The statement identifies the person as 'a self-righteous man,' which is a global label assigned to his character based on behavior or interaction. This fits the definition of 'Labeling,' a cognitive distortion where a person is given a negative or fixed label rather than addressing specific behaviors or situations. There is no indication of black-and-white thinking, predicting the future, emotional reasoning, or other distortions in the statement.",Labeling
2966,"If I fail this time, my reputation in industry will surely stink, and I will not be able to take any jobs in the future, and I will starve to death.","If I fail this time, my reputation in industry will surely stink, I will not be able to take any jobs in the future, and I will starve to death.","The statement involves predicting a negative future outcome ('my reputation will stink', 'no jobs in the future', 'starve to death') based on a single event of failing this time. The individual assumes disastrous consequences with certainty without evidence, reflecting a form of predicting negative outcomes without basis. This matches the cognitive distortion known as 'Fortune-telling', where one assumes they know what will happen in the future, usually negatively.",Fortune-telling
2967,"No matter how hard I try to be a good student, a helper friend, no one really likes me, nobody cares about me. I don't have a real friend, and I've never been in love.","""No matter how hard I try... no one really likes me"", ""nobody cares about me"", ""I don't have a real friend"", ""I've never been in love""","The statement generalizes the speaker's social experiences into absolute and sweeping conclusions about their likability and relationships. The phrases indicate that despite efforts to be good and helpful, the person concludes universally negative outcomes regarding social acceptance and love. This is a classic sign of overgeneralization, where one or two events (or feelings) are taken to represent an unchanging global truth.",Overgeneralization
2968,"Why do I have to do nothing? My efforts will always be easily stolen, and no matter how hard I struggle, good results will not be achieved.","""My efforts will always be easily stolen"", ""no matter how hard I struggle, good results will not be achieved""","The statement generalizes a negative outcome to all future situations, implying a permanent, unchangeable pattern of failure regardless of effort. It uses words like 'always' and 'no matter how hard,' indicating a broad, sweeping conclusion from possibly limited evidence. This pattern fits the definition of Overgeneralization, where one negative event or perceived event is extended to an overall, global expectation.",Overgeneralization
2969,"I'm tired every day. I feel like I've got a lot of work to do, but I'm growing up fast.","""I'm tired every day"", ""I've got a lot of work to do"", ""I'm growing up fast""","The statement expresses a generalization about being tired every day and having a lot of work to do. There is no indication of an absolute or extreme mindset (e.g., all-or-nothing), nor is there evidence of inferring others' thoughts or predicting the future negatively. The phrase 'I'm tired every day' reflects a consistent experience rather than a distorted exaggeration or a selective focus on only negative aspects. However, the wording 'every day' suggests a broad conclusion drawn from possibly repeated experiences, fitting the pattern of overgeneralization where a single or limited event is applied broadly.",Overgeneralization
2970,I'm pregnant when I'm so young. I feel like my life is a waste. Everything's gone.,"""my life is a waste"", ""Everything's gone""","The speaker expresses a global negative judgment about their entire life based on a specific situation (being pregnant young). This reflects an extreme, black-and-white perspective without considering any positive aspects or nuances, indicative of 'All-or-Nothing Thinking.' The phrases show catastrophic conclusions about life as a whole, not just one event.",All-or-Nothing Thinking
2971,"Now that you're so well-developed, you'll find the cause of the disease and cure me. Maybe it's just a little bit of a problem.","Now that you're so well-developed, you'll find the cause of the disease and cure me.","The phrase assumes a certain future outcome (finding the cause of the disease and curing me) purely based on the person's development status, without sufficient evidence. This reflects making a prediction about the future without certainty. The statement also minimizes the current problem by calling it 'just a little bit of a problem,' which could be an attempt to downplay severity but the primary distortion is the assumption about the future outcome.",Fortune-telling
2972,I'm so stupid to say things that don't always make people unhappy.,"""I'm so stupid""; ""say things that don't always make people unhappy""","The phrase ""I'm so stupid"" is a clear example of labeling, where the speaker assigns a negative global label to themselves based on a specific behavior or event. The statement ""say things that don't always make people unhappy"" indicates the speaker's concern about the impact of their words but does not reflect distortions like mind reading or personalization directly. The core distortion is the negative self-label that generalizes the speaker's worth based on isolated actions.",Labeling
2973,"Do it again. Come on, you don't have to do it next time. You won't keep your promise.","""Come on, you don't have to do it next time. You won't keep your promise.""","The speaker is making a prediction about the future behavior of the other person ('You won't keep your promise') without any clear evidence. This is a form of assuming knowledge of what will happen, characteristic of Fortune-telling. The statement implies certainty that the promise will not be kept, which fits this distortion.",Fortune-telling
2974,This marriage really sucks. I can't stand it.,"""This marriage really sucks."" ""I can't stand it.""","The statement expresses a strong negative evaluation of the entire marriage ('really sucks') and an absolute emotional response ('I can't stand it'). This reflects a black-and-white view without nuance, implying the marriage is completely bad with no positive aspects. Such thinking fits the pattern of All-or-Nothing Thinking, where situations are perceived in extremes rather than a spectrum.",All-or-Nothing Thinking
2975,How can he judge the president? He's mad at me. I have to be the head of the club and say he doesn't deserve it.,"""He's mad at me."" ""I have to be the head of the club and say he doesn't deserve it.""","The speaker assumes that because the person is mad at them, that person's judgment of the president is automatically biased or invalid. This involves attributing intent or thought to the other person without concrete evidence, which is an example of mind reading. The speaker believes they know the other person's feelings and motives influencing their judgment, and thus feels compelled to take action based on that assumption.",Mind Reading
2976,"I used to wake up in the middle of the night, and I'm starting to get a little scared. Am I getting sick or something?","""I'm starting to get a little scared. Am I getting sick or something?""","The statement expresses a fear that waking up in the middle of the night is an indication of being sick. This involves drawing an immediate conclusion about future health status based on current symptoms without sufficient evidence. This is characteristic of Fortune-telling, where one predicts a negative outcome without certainty.",Fortune-telling
2977,Tell her what I think. Let's discuss it together. It's better to make the best choices.,"""Tell her what I think."", ""Let's discuss it together."", ""It's better to make the best choices.""","The statement encourages open communication and collaboration by suggesting to share thoughts and discuss together. The phrase ""It's better to make the best choices"" implies a preference or guideline for optimal decision-making, but does not impose absolute rules or demands. There are no signs of polarization (all-or-nothing), predicting negative outcomes (fortune-telling), labeling, or distorting emotional perception. The statement appears to promote a positive and realistic approach without cognitive distortion.",No Distortion
2978,"The path to my future is dark, and I've lost everything, along with the bright future of my dreams.","""The path to my future is dark"", ""I've lost everything"", ""the bright future of my dreams""","The statement portrays the future as entirely bleak (""the path to my future is dark"") and asserts a total loss (""I've lost everything"") including completely losing a positive outcome (""the bright future of my dreams""). This indicates an extreme, black-and-white outlook without middle ground or shades of possibility. The speaker is concluding a total negative scenario rather than a partial or uncertain one, reflecting an absolute mode of thinking.",All-or-Nothing Thinking
2979,"It's sad, I'm with my family, and I want to kill myself. I'm sorry.","I'm with my family, and I want to kill myself.","The sentence expresses a painful emotional reaction ('I'm with my family, and I want to kill myself') that is taken as evidence of the situation's hopelessness. The speaker assumes that because they feel this way, the situation must be inherently sad and unbearable. This is a classic example of using emotional states as proof of objective reality without questioning or looking for alternative explanations.",Emotional Reasoning
2980,My graduation photo couldn't be found because I didn't know how to clean up and leave things in the corner.,"""My graduation photo couldn't be found""; ""because I didn't know how to clean up and leave things in the corner""","The statement attributes the missing graduation photo directly to the speaker's own failure to clean up properly. This indicates a tendency to take excessive personal responsibility for an outcome that may not solely depend on their actions. There is no evidence of black-and-white thinking, emotional reasoning, predicting future events, or other distortions like labeling or mind reading. Instead, the reasoning reflects 'Personalization,' which involves blaming oneself for external outcomes without considering other possible factors.",Personalization
2981,"Maybe it's because of what happened on the road, it's a little slow, and it's understandable.","Maybe it's because of what happened on the road, it's a little slow, and it's understandable.","The statement suggests a tentative explanation ('Maybe it's because of what happened on the road') for why something is slow, followed by an acceptance ('it's understandable'). There is no absolute or extreme thinking, no assumptions about others' thoughts or future outcomes, no negative labeling, no overgeneralization, and no personal blame. The speaker is offering a plausible cause for a situation and finding it reasonable. This reflects a balanced view without evidence of cognitive distortion.",No Distortion
2982,You probably don't have a big problem. Don't freak yourself out.,"""You probably don't have a big problem"", ""Don't freak yourself out""","The phrase ""You probably don't have a big problem"" involves making an assumption about the problem's severity without certainty, which suggests predicting an outcome or future event. The word ""probably"" indicates forecasting what the situation will be like. This aligns with 'Fortune-telling,' where one predicts negative outcomes or downplays potential issues without evidence. The phrase ""Don't freak yourself out"" is advising against an emotional response but does not itself contain a distortion; rather, it supports the main cognitive distortion present. Therefore, the primary distortion is making an uncertain prediction about the problem.",Fortune-telling
2983,"From now on, I'll never see the light in my life again. I think a butterfly with broken wings fell into a deep well and fell into the dark forever.","""From now on, I'll never see the light in my life again.""; ""a butterfly with broken wings fell into a deep well and fell into the dark forever.""","The statement expresses a permanent and absolute negative outcome ('never see the light in my life again') which implies a totalizing belief without middle ground. The metaphor of the butterfly trapped in eternal darkness emphasizes a sense of irreversible hopelessness. This reflects a black-and-white style of thinking, where the situation is seen as all bad with no possibility of improvement. This is characteristic of All-or-Nothing Thinking, which involves seeing things in extremes without acknowledging complexity or gradation.",All-or-Nothing Thinking
2984,"Wipe it before it burns, or it'll be too dangerous for him to be more careful about it.","""Wipe it before it burns"", ""or it'll be too dangerous"", ""for him to be more careful about it""","The statement implies a conditional prediction that if the action isn't taken immediately ('wipe it before it burns'), something negative ('it'll be too dangerous') will definitely happen. This reflects predicting a negative future outcome without certainty, which aligns with Fortune-telling. The focus is on anticipating danger as an inevitable result if a precaution isn't taken.",Fortune-telling
2985,"I tried so hard for them to see, but I didn't like me, so I ignored me.","""I didn't like me"" and ""so I ignored me""","The statement reflects a negative personal judgment ('I didn't like me'), which is a direct labeling of oneself in a negative way. The act of ignoring oneself follows from this negative label, indicating an internalized negative identity. This is characteristic of the cognitive distortion known as Labeling, where a person assigns a negative label to themselves rather than seeing specific behaviors or circumstances objectively.",Labeling
2986,Looks like I'm going to have to upgrade my abilities. I'm going to have to work on it.,Looks like I'm going to have to upgrade my abilities. I'm going to have to work on it.,"The statement identifies a need to improve abilities and implies an obligation to do so by saying 'going to have to work on it.' This expresses a sense of requirement or duty, aligning with the concept of 'Should statements,' where the person feels they must act in a certain way. There is no evidence of extreme thinking, predicting the future negatively without evidence, labeling, or other distortions from the list. The phrase 'have to' signals a self-imposed rule or expectation, which fits 'Should statements.'",Should statements
2987,This can't go on anymore. There's still a chance to fix it.,"""This can't go on anymore."" and ""There's still a chance to fix it.""","The phrase ""This can't go on anymore"" suggests a perception that the current situation is intolerable or unsustainable, which might hint at an extreme or absolute viewpoint. However, the follow-up ""There's still a chance to fix it"" contradicts a purely black-and-white view, showing some recognition of potential improvement. Since ""This can't go on anymore"" implies a sense of hopelessness or an extreme limit, it could lean toward All-or-Nothing Thinking, which is characterized by seeing situations in absolute, either-or terms. The acknowledging of a chance to fix it, however, suggests a break from pure All-or-Nothing Thinking, potentially reducing the distortion's intensity. Despite this, the main emphasis is on the absolute limit indicated by ""This can't go on anymore."" None of the other provided distortions fit as well because: - It's not Emotional Reasoning as no feelings are used as evidence. - It’s not Fortune-telling as no prediction about future events is made. - It's not Labeling as there are no global judgments about self or others. - It’s not Magnification or Mental filter as the statement does not amplify negatives or filter positives. - It’s not Mind Reading or Personalization due to lack of assumptions about others' thoughts or taking blame. - It’s not Overgeneralization because it does not generalize from one event to many. - It’s not Should statements since there are no prescriptive statements about how things must be. The statement reflects a mostly absolute or extreme viewpoint about the situation's sustainment which aligns best with All-or-Nothing Thinking.",All-or-Nothing Thinking
2988,I can't even handle my family. What can I do? I'm nothing.,"""I can't even handle my family"", ""What can I do?"", ""I'm nothing.""","The phrase ""I can't even handle my family"" shows a negative self-assessment about one's ability. ""I'm nothing"" is a broad, global statement labeling the self as worthless or without value. This is not just a single negative event but a personal and global label placed on oneself. This aligns closely with the cognitive distortion of 'Labeling', where a person assigns a fixed negative label to themselves based on perceived failures or shortcomings. The other statements don't reflect all-or-nothing thinking (extremes with no middle ground), fortune-telling (predicting the future negatively), or personalization (assuming excessive responsibility). Emotional reasoning might be involved, but the key distortion is the use of a global negative label.",Labeling
